case_id,date,store_id,sku_id,severity,demand_anomaly_score,shrinkage_score,root_cause,agent_action,human_required
CASE00782,2026-02-15,STORE01,SKU068,0.298,0.125,0.439,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00783,2026-02-15,STORE02,SKU074,0.741,0.544,0.902,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00784,2026-02-15,STORE02,SKU100,0.448,0.644,0.288,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00785,2026-02-15,STORE03,SKU022,0.89,0.449,0.978,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00786,2026-02-15,STORE03,SKU081,0.422,0.436,0.41,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00787,2026-02-15,STORE03,SKU093,0.445,0.541,0.367,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00788,2026-02-15,STORE04,SKU011,0.689,0.923,0.497,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00789,2026-02-15,STORE04,SKU029,0.523,0.265,0.734,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00790,2026-02-15,STORE04,SKU065,0.886,0.759,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00791,2026-02-15,STORE04,SKU069,0.756,0.541,0.931,expired_disposal,Check disposal log before replenishment.,1
CASE00792,2026-02-15,STORE04,SKU088,0.42,0.341,0.485,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00793,2026-02-15,STORE05,SKU028,0.783,0.658,0.612,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00794,2026-02-15,STORE05,SKU069,0.495,0.163,0.767,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00795,2026-02-16,STORE01,SKU058,0.53,0.257,0.481,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00796,2026-02-16,STORE01,SKU085,0.835,0.855,0.546,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00797,2026-02-16,STORE02,SKU015,0.645,0.945,0.4,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00798,2026-02-16,STORE02,SKU064,0.355,0.119,0.276,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00799,2026-02-16,STORE03,SKU006,0.415,0.269,0.534,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00800,2026-02-16,STORE03,SKU015,0.46,0.242,0.639,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00801,2026-02-16,STORE03,SKU031,0.837,0.66,0.709,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00802,2026-02-16,STORE04,SKU036,0.593,0.369,0.503,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00803,2026-02-16,STORE05,SKU003,0.464,0.128,0.466,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00804,2026-02-16,STORE05,SKU009,0.765,0.303,0.871,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00805,2026-02-16,STORE05,SKU015,0.82,0.613,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00806,2026-02-16,STORE05,SKU044,0.436,0.196,0.633,expired_disposal,Check disposal log before replenishment.,0
CASE00807,2026-02-16,STORE05,SKU048,0.597,0.251,0.607,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00808,2026-02-16,STORE05,SKU052,0.47,0.587,0.374,expired_disposal,Check disposal log before replenishment.,0
CASE00809,2026-02-16,STORE05,SKU053,0.592,0.378,0.494,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00810,2026-02-16,STORE05,SKU056,0.768,0.497,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00811,2026-02-16,STORE05,SKU058,0.655,0.824,0.517,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00812,2026-02-16,STORE05,SKU061,0.592,0.157,0.675,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00813,2026-02-17,STORE01,SKU014,0.901,0.861,0.933,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00814,2026-02-17,STORE01,SKU017,0.58,0.309,0.529,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00815,2026-02-17,STORE01,SKU018,0.663,0.846,0.513,expired_disposal,Check disposal log before replenishment.,0
CASE00816,2026-02-17,STORE01,SKU043,0.544,0.573,0.521,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00817,2026-02-17,STORE01,SKU061,0.85,0.668,0.726,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00818,2026-02-17,STORE02,SKU010,0.572,0.704,0.464,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00819,2026-02-17,STORE02,SKU049,0.561,0.464,0.641,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00820,2026-02-17,STORE02,SKU056,0.687,0.914,0.501,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00821,2026-02-17,STORE02,SKU058,0.526,0.476,0.567,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00822,2026-02-17,STORE03,SKU023,0.67,0.79,0.572,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00823,2026-02-17,STORE03,SKU026,0.585,0.92,0.311,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00824,2026-02-17,STORE03,SKU027,0.758,0.475,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00825,2026-02-17,STORE04,SKU011,0.382,0.171,0.555,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00826,2026-02-17,STORE04,SKU012,0.426,0.249,0.298,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00827,2026-02-17,STORE04,SKU030,0.64,0.614,0.389,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00828,2026-02-17,STORE04,SKU056,0.715,0.602,0.807,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00829,2026-02-17,STORE04,SKU057,0.8,0.907,0.439,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00830,2026-02-17,STORE04,SKU064,0.647,0.225,0.72,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00831,2026-02-17,STORE04,SKU075,0.88,0.814,0.662,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00832,2026-02-17,STORE05,SKU015,0.654,0.469,0.805,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00833,2026-02-17,STORE05,SKU027,0.469,0.419,0.509,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00834,2026-02-17,STORE05,SKU055,0.477,0.375,0.287,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00835,2026-02-17,STORE05,SKU077,0.617,0.44,0.489,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00836,2026-02-18,STORE01,SKU004,0.821,0.844,0.529,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00837,2026-02-18,STORE02,SKU008,0.445,0.541,0.366,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00838,2026-02-18,STORE02,SKU009,0.297,0.314,0.283,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00839,2026-02-18,STORE02,SKU078,0.952,0.736,0.856,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00840,2026-02-18,STORE02,SKU094,0.721,0.867,0.329,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00841,2026-02-18,STORE03,SKU029,0.257,0.112,0.376,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00842,2026-02-18,STORE03,SKU045,0.325,0.106,0.505,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00843,2026-02-18,STORE03,SKU075,0.901,0.793,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00844,2026-02-18,STORE04,SKU064,0.667,0.704,0.637,expired_disposal,Check disposal log before replenishment.,0
CASE00845,2026-02-18,STORE04,SKU067,0.388,0.332,0.433,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00846,2026-02-18,STORE04,SKU079,0.507,0.552,0.47,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00847,2026-02-18,STORE04,SKU085,0.72,0.783,0.669,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00848,2026-02-18,STORE05,SKU042,0.359,0.332,0.381,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00849,2026-02-18,STORE05,SKU050,0.362,0.126,0.555,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00850,2026-02-18,STORE05,SKU069,0.972,0.763,0.871,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00851,2026-02-18,STORE05,SKU072,0.429,0.298,0.536,expired_disposal,Check disposal log before replenishment.,0
CASE00852,2026-02-18,STORE05,SKU093,0.501,0.712,0.328,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00853,2026-02-18,STORE05,SKU097,0.9,0.456,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00854,2026-02-19,STORE01,SKU022,0.487,0.319,0.624,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00855,2026-02-19,STORE01,SKU030,0.796,0.558,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00856,2026-02-19,STORE01,SKU075,0.549,0.817,0.329,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00857,2026-02-19,STORE01,SKU092,0.64,0.604,0.396,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00858,2026-02-19,STORE02,SKU007,0.451,0.438,0.461,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00859,2026-02-19,STORE02,SKU016,0.674,0.77,0.323,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00860,2026-02-19,STORE02,SKU049,0.631,0.192,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00861,2026-02-19,STORE02,SKU093,0.658,0.517,0.5,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00862,2026-02-19,STORE03,SKU022,0.545,0.778,0.355,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00863,2026-02-19,STORE03,SKU033,0.347,0.229,0.443,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00864,2026-02-19,STORE03,SKU060,0.627,0.441,0.507,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00865,2026-02-19,STORE03,SKU081,0.601,0.327,0.553,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00866,2026-02-19,STORE03,SKU082,0.374,0.178,0.534,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00867,2026-02-19,STORE03,SKU094,0.604,0.777,0.462,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00868,2026-02-19,STORE04,SKU044,0.851,0.931,0.512,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00869,2026-02-19,STORE04,SKU063,0.484,0.398,0.282,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00870,2026-02-19,STORE05,SKU009,0.693,0.35,0.7,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00871,2026-02-19,STORE05,SKU040,1.091,0.881,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00872,2026-02-19,STORE05,SKU042,0.661,0.332,0.657,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00873,2026-02-19,STORE05,SKU044,0.671,0.605,0.452,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00874,2026-02-19,STORE05,SKU052,0.251,0.177,0.312,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00875,2026-02-19,STORE05,SKU096,0.25,0.237,0.261,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00876,2026-02-20,STORE01,SKU007,0.766,0.33,0.85,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00877,2026-02-20,STORE02,SKU002,0.622,0.34,0.852,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00878,2026-02-20,STORE02,SKU070,0.602,0.461,0.717,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00879,2026-02-20,STORE03,SKU025,1.039,0.879,0.897,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00880,2026-02-20,STORE03,SKU050,0.95,0.838,0.769,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00881,2026-02-20,STORE03,SKU085,0.334,0.304,0.359,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00882,2026-02-20,STORE03,SKU089,0.403,0.265,0.516,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00883,2026-02-20,STORE04,SKU002,0.592,0.816,0.409,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00884,2026-02-20,STORE04,SKU074,0.761,0.884,0.387,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00885,2026-02-20,STORE05,SKU016,0.468,0.497,0.444,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00886,2026-02-20,STORE05,SKU025,0.556,0.791,0.364,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00887,2026-02-20,STORE05,SKU077,0.552,0.414,0.665,expired_disposal,Check disposal log before replenishment.,0
CASE00888,2026-02-21,STORE01,SKU025,0.485,0.572,0.413,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00889,2026-02-21,STORE02,SKU042,0.473,0.65,0.328,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00890,2026-02-21,STORE02,SKU044,0.627,0.786,0.496,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00891,2026-02-21,STORE03,SKU012,0.387,0.287,0.469,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00892,2026-02-21,STORE03,SKU091,0.592,0.697,0.506,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00893,2026-02-21,STORE04,SKU026,0.481,0.24,0.405,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00894,2026-02-21,STORE04,SKU075,0.541,0.671,0.435,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00895,2026-02-21,STORE04,SKU078,0.881,0.814,0.663,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00896,2026-02-21,STORE04,SKU092,0.432,0.352,0.497,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00897,2026-02-21,STORE05,SKU020,0.487,0.127,0.509,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00898,2026-02-21,STORE05,SKU034,0.503,0.442,0.552,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00899,2026-02-21,STORE05,SKU038,0.358,0.314,0.394,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00900,2026-02-21,STORE05,SKU051,0.779,0.878,0.698,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00901,2026-02-22,STORE01,SKU017,0.541,0.611,0.484,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00902,2026-02-22,STORE01,SKU061,0.79,0.821,0.764,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE00903,2026-02-22,STORE02,SKU005,0.667,0.708,0.634,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE00904,2026-02-22,STORE02,SKU019,0.971,0.781,0.854,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00905,2026-02-22,STORE02,SKU034,0.972,0.906,0.753,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00906,2026-02-22,STORE02,SKU060,0.809,0.668,0.652,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00907,2026-02-22,STORE02,SKU085,0.532,0.763,0.343,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE00908,2026-02-22,STORE03,SKU043,0.923,0.936,0.64,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE00909,2026-02-22,STORE03,SKU065,0.634,0.59,0.398,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
